order_gid,order_name,order_created_at,order_processed_at,order_financial_status,order_total_amount,order_currency,transaction_gid,transaction_kind,transaction_status,transaction_gateway,transaction_created_at,transaction_processed_at,transaction_amount,transaction_currency,fee_type,fee_amount,fee_currency,fee_tax_amount,fee_tax_currency,fee_rate_name,fee_flat_fee_name,fee_rate
gid://shopify/Order/7674871611582,#1367,2026-04-26T14:36:53Z,2026-04-26T14:36:52Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9238162997438,CAPTURE,SUCCESS,shopify_payments,2026-04-26T14:36:54Z,2026-04-26T14:36:54Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7674880393406,#1368,2026-04-26T14:42:38Z,2026-04-26T14:42:37Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9238174171326,CAPTURE,SUCCESS,shopify_payments,2026-04-26T14:42:38Z,2026-04-26T14:42:38Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7674968735934,#1369,2026-04-26T15:37:31Z,2026-04-26T15:37:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9238293512382,CAPTURE,SUCCESS,shopify_payments,2026-04-26T15:37:32Z,2026-04-26T15:37:32Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7675070808254,#1371,2026-04-26T16:34:13Z,2026-04-26T16:34:09Z,PAID,110.0,USD,gid://shopify/OrderTransaction/9238428418238,SALE,SUCCESS,shopify_payments,2026-04-26T16:34:10Z,2026-04-26T16:34:10Z,110.0,USD,processing_fee,3.05,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675272626366,#1372,2026-04-26T18:18:09Z,2026-04-26T18:18:08Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9238699376830,CAPTURE,SUCCESS,shopify_payments,2026-04-26T18:18:10Z,2026-04-26T18:18:10Z,47.2,USD,processing_fee,2.14,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7675298250942,#1373,2026-04-26T18:32:20Z,2026-04-26T18:32:15Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9238734504126,CAPTURE,SUCCESS,shopify_payments,2026-04-26T18:32:21Z,2026-04-26T18:32:21Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675536015550,#1374,2026-04-26T20:38:33Z,2026-04-26T20:38:30Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9239067132094,CAPTURE,SUCCESS,shopify_payments,2026-04-26T20:38:34Z,2026-04-26T20:38:34Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675552694462,#1375,2026-04-26T20:48:50Z,2026-04-26T20:48:47Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9239092035774,CAPTURE,SUCCESS,shopify_payments,2026-04-26T20:48:52Z,2026-04-26T20:48:52Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675552694462,#1375,2026-04-26T20:48:50Z,2026-04-26T20:48:47Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9239093739710,SALE,SUCCESS,shopify_payments,2026-04-26T20:49:10Z,2026-04-26T20:49:10Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675559149758,#1376,2026-04-26T20:52:40Z,2026-04-26T20:52:34Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9239104487614,CAPTURE,SUCCESS,shopify_payments,2026-04-26T20:52:41Z,2026-04-26T20:52:41Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675697758398,#1378,2026-04-26T22:17:13Z,2026-04-26T22:17:10Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9239302537406,CAPTURE,SUCCESS,shopify_payments,2026-04-26T22:17:14Z,2026-04-26T22:17:14Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7675700478142,#1379,2026-04-26T22:19:16Z,2026-04-26T22:19:13Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9239306076350,CAPTURE,SUCCESS,shopify_payments,2026-04-26T22:19:17Z,2026-04-26T22:19:17Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7675998044350,#1381,2026-04-27T01:52:03Z,2026-04-27T01:52:02Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9239707418814,CAPTURE,SUCCESS,shopify_payments,2026-04-27T01:52:04Z,2026-04-27T01:52:04Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7675998044350,#1381,2026-04-27T01:52:03Z,2026-04-27T01:52:02Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9239708303550,SALE,SUCCESS,shopify_payments,2026-04-27T01:52:18Z,2026-04-27T01:52:18Z,47.2,USD,processing_fee,2.14,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7676009742526,#1382,2026-04-27T02:00:26Z,2026-04-27T02:00:25Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9239722623166,CAPTURE,SUCCESS,shopify_payments,2026-04-27T02:00:27Z,2026-04-27T02:00:27Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7676175089854,#1384,2026-04-27T04:07:09Z,2026-04-27T04:07:07Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9239944528062,CAPTURE,SUCCESS,shopify_payments,2026-04-27T04:07:10Z,2026-04-27T04:07:10Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7676241019070,#1385,2026-04-27T04:49:52Z,2026-04-27T04:49:47Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9240028774590,CAPTURE,SUCCESS,shopify_payments,2026-04-27T04:49:53Z,2026-04-27T04:49:53Z,88.0,USD,processing_fee,2.5,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7676424487102,#1386,2026-04-27T07:37:56Z,2026-04-27T07:37:53Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9240279580862,CAPTURE,SUCCESS,shopify_payments,2026-04-27T07:37:59Z,2026-04-27T07:37:59Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7676946022590,#1387,2026-04-27T11:41:45Z,2026-04-27T11:41:42Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9240621613246,CAPTURE,SUCCESS,shopify_payments,2026-04-27T11:41:47Z,2026-04-27T11:41:47Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7677041377470,#1388,2026-04-27T12:28:36Z,2026-04-27T12:28:35Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9240696258750,CAPTURE,SUCCESS,shopify_payments,2026-04-27T12:28:36Z,2026-04-27T12:28:36Z,147.0,USD,processing_fee,5.62,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7677069394110,#1389,2026-04-27T12:40:05Z,2026-04-27T12:40:03Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9240717525182,CAPTURE,SUCCESS,shopify_payments,2026-04-27T12:40:07Z,2026-04-27T12:40:07Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7677406249150,#1390,2026-04-27T14:49:06Z,2026-04-27T14:49:03Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9241006866622,CAPTURE,SUCCESS,shopify_payments,2026-04-27T14:49:08Z,2026-04-27T14:49:08Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7677479026878,#1391,2026-04-27T15:12:11Z,2026-04-27T15:12:10Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9241078661310,CAPTURE,SUCCESS,shopify_payments,2026-04-27T15:12:12Z,2026-04-27T15:12:12Z,50.15,USD,processing_fee,2.24,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7677559931070,#1392,2026-04-27T15:38:25Z,2026-04-27T15:38:21Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9241155076286,CAPTURE,SUCCESS,shopify_payments,2026-04-27T15:38:26Z,2026-04-27T15:38:26Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7678287085758,#1393,2026-04-27T18:49:49Z,2026-04-27T18:49:46Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9241839567038,CAPTURE,SUCCESS,shopify_payments,2026-04-27T18:49:50Z,2026-04-27T18:49:50Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7678329356478,#1394,2026-04-27T19:02:40Z,2026-04-27T19:02:36Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9241876299966,CAPTURE,SUCCESS,shopify_payments,2026-04-27T19:02:41Z,2026-04-27T19:02:41Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7678520164542,#1395,2026-04-27T20:07:33Z,2026-04-27T20:07:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9242073104574,CAPTURE,SUCCESS,shopify_payments,2026-04-27T20:07:34Z,2026-04-27T20:07:34Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7678524063934,#1396,2026-04-27T20:09:00Z,2026-04-27T20:08:56Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9242077790398,CAPTURE,SUCCESS,shopify_payments,2026-04-27T20:09:01Z,2026-04-27T20:09:01Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7678673879230,#1397,2026-04-27T21:30:03Z,2026-04-27T21:30:00Z,PAID,82.2,USD,gid://shopify/OrderTransaction/9242300514494,CAPTURE,SUCCESS,shopify_payments,2026-04-27T21:30:06Z,2026-04-27T21:30:06Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7678673879230,#1397,2026-04-27T21:30:03Z,2026-04-27T21:30:00Z,PAID,82.2,USD,gid://shopify/OrderTransaction/9242301497534,SALE,SUCCESS,shopify_payments,2026-04-27T21:30:34Z,2026-04-27T21:30:34Z,23.2,USD,processing_fee,0.88,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7678797840574,#1398,2026-04-27T22:46:18Z,2026-04-27T22:46:15Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9242474184894,CAPTURE,SUCCESS,shopify_payments,2026-04-27T22:46:19Z,2026-04-27T22:46:19Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7678925603006,#1399,2026-04-28T00:09:00Z,2026-04-28T00:08:56Z,REFUNDED,59.0,USD,gid://shopify/OrderTransaction/9242646937790,CAPTURE,SUCCESS,shopify_payments,2026-04-28T00:09:01Z,2026-04-28T00:09:01Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7679074631870,#1400,2026-04-28T01:50:16Z,2026-04-28T01:50:12Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9242856227006,CAPTURE,SUCCESS,shopify_payments,2026-04-28T01:50:17Z,2026-04-28T01:50:17Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679157567678,#1401,2026-04-28T02:50:46Z,2026-04-28T02:50:42Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9242982023358,CAPTURE,SUCCESS,shopify_payments,2026-04-28T02:50:47Z,2026-04-28T02:50:47Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679196332222,#1402,2026-04-28T03:18:14Z,2026-04-28T03:18:13Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9243035599038,CAPTURE,SUCCESS,shopify_payments,2026-04-28T03:18:15Z,2026-04-28T03:18:15Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7679275860158,#1403,2026-04-28T04:16:26Z,2026-04-28T04:16:23Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9243137704126,CAPTURE,SUCCESS,shopify_payments,2026-04-28T04:16:28Z,2026-04-28T04:16:28Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679517982910,#1405,2026-04-28T07:14:05Z,2026-04-28T07:14:04Z,PAID,47.2,USD,gid://shopify/OrderTransaction/9243458109630,CAPTURE,SUCCESS,shopify_payments,2026-04-28T07:14:05Z,2026-04-28T07:14:05Z,47.2,USD,processing_fee,2.14,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7679715475646,#1406,2026-04-28T10:45:15Z,2026-04-28T10:45:12Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9243740405950,CAPTURE,SUCCESS,shopify_payments,2026-04-28T10:45:17Z,2026-04-28T10:45:17Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679724224702,#1407,2026-04-28T10:55:14Z,2026-04-28T10:55:11Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9243753316542,CAPTURE,SUCCESS,shopify_payments,2026-04-28T10:55:15Z,2026-04-28T10:55:15Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679724224702,#1407,2026-04-28T10:55:14Z,2026-04-28T10:55:11Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9243754594494,SALE,SUCCESS,shopify_payments,2026-04-28T10:55:52Z,2026-04-28T10:55:52Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679754961086,#1408,2026-04-28T11:27:42Z,2026-04-28T11:27:38Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9243796734142,CAPTURE,SUCCESS,shopify_payments,2026-04-28T11:27:44Z,2026-04-28T11:27:44Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7679808503998,#1409,2026-04-28T12:10:10Z,2026-04-28T12:10:07Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9243865710782,CAPTURE,SUCCESS,shopify_payments,2026-04-28T12:10:11Z,2026-04-28T12:10:11Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679900647614,#1410,2026-04-28T13:09:57Z,2026-04-28T13:09:53Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9243983872190,CAPTURE,SUCCESS,shopify_payments,2026-04-28T13:09:58Z,2026-04-28T13:09:58Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7679969493182,#1411,2026-04-28T13:47:48Z,2026-04-28T13:47:43Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9244071198910,CAPTURE,SUCCESS,shopify_payments,2026-04-28T13:47:50Z,2026-04-28T13:47:50Z,88.0,USD,processing_fee,2.5,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680014713022,#1412,2026-04-28T14:13:07Z,2026-04-28T14:13:02Z,PAID,64.9,USD,gid://shopify/OrderTransaction/9244128280766,SALE,SUCCESS,shopify_payments,2026-04-28T14:13:03Z,2026-04-28T14:13:03Z,64.9,USD,processing_fee,2.31,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7680050659518,#1413,2026-04-28T14:33:00Z,2026-04-28T14:32:56Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9244174745790,CAPTURE,SUCCESS,shopify_payments,2026-04-28T14:33:02Z,2026-04-28T14:33:02Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680144703678,#1416,2026-04-28T15:18:57Z,2026-04-28T15:18:53Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9244295135422,CAPTURE,SUCCESS,shopify_payments,2026-04-28T15:18:58Z,2026-04-28T15:18:58Z,147.0,USD,processing_fee,4.86,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7680297009342,#1417,2026-04-28T16:18:39Z,2026-04-28T16:18:34Z,PAID,61.5,USD,gid://shopify/OrderTransaction/9244479684798,SALE,SUCCESS,shopify_payments,2026-04-28T16:18:34Z,2026-04-28T16:18:34Z,61.5,USD,processing_fee,1.84,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680346783934,#1418,2026-04-28T16:35:27Z,2026-04-28T16:35:24Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9244539912382,CAPTURE,SUCCESS,shopify_payments,2026-04-28T16:35:29Z,2026-04-28T16:35:29Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680346783934,#1418,2026-04-28T16:35:27Z,2026-04-28T16:35:24Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9244540764350,SALE,SUCCESS,shopify_payments,2026-04-28T16:35:47Z,2026-04-28T16:35:47Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680356090046,#1419,2026-04-28T16:38:23Z,2026-04-28T16:38:19Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9244550561982,CAPTURE,SUCCESS,shopify_payments,2026-04-28T16:38:24Z,2026-04-28T16:38:24Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680399704254,#1420,2026-04-28T16:53:26Z,2026-04-28T16:53:23Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9244605874366,CAPTURE,SUCCESS,shopify_payments,2026-04-28T16:53:27Z,2026-04-28T16:53:27Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680519504062,#1421,2026-04-28T17:29:24Z,2026-04-28T17:29:21Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9244748579006,CAPTURE,SUCCESS,shopify_payments,2026-04-28T17:29:26Z,2026-04-28T17:29:26Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680519504062,#1421,2026-04-28T17:29:24Z,2026-04-28T17:29:21Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9244750053566,SALE,SUCCESS,shopify_payments,2026-04-28T17:29:50Z,2026-04-28T17:29:50Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680537657534,#1422,2026-04-28T17:35:41Z,2026-04-28T17:35:37Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9244770435262,CAPTURE,SUCCESS,shopify_payments,2026-04-28T17:35:42Z,2026-04-28T17:35:42Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680750813374,#1423,2026-04-28T19:00:24Z,2026-04-28T19:00:20Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9245040607422,CAPTURE,SUCCESS,shopify_payments,2026-04-28T19:00:25Z,2026-04-28T19:00:25Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7680785449150,#1424,2026-04-28T19:16:44Z,2026-04-28T19:16:41Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9245087858878,CAPTURE,SUCCESS,shopify_payments,2026-04-28T19:16:45Z,2026-04-28T19:16:45Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680839975102,#1425,2026-04-28T19:41:35Z,2026-04-28T19:41:32Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9245160276158,CAPTURE,SUCCESS,shopify_payments,2026-04-28T19:41:36Z,2026-04-28T19:41:36Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680843612350,#1426,2026-04-28T19:42:55Z,2026-04-28T19:42:48Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9245164470462,CAPTURE,SUCCESS,shopify_payments,2026-04-28T19:42:56Z,2026-04-28T19:42:56Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7680952303806,#1427,2026-04-28T20:35:42Z,2026-04-28T20:35:38Z,PAID,70.4,USD,gid://shopify/OrderTransaction/9245317660862,CAPTURE,SUCCESS,shopify_payments,2026-04-28T20:35:43Z,2026-04-28T20:35:43Z,70.4,USD,processing_fee,2.06,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7681209958590,#1428,2026-04-28T23:04:17Z,2026-04-28T23:04:12Z,PAID,172.7,USD,gid://shopify/OrderTransaction/9245659660478,SALE,SUCCESS,shopify_payments,2026-04-28T23:04:12Z,2026-04-28T23:04:12Z,149.5,USD,processing_fee,4.93,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7681209958590,#1428,2026-04-28T23:04:17Z,2026-04-28T23:04:12Z,PAID,172.7,USD,gid://shopify/OrderTransaction/9245661167806,SALE,SUCCESS,shopify_payments,2026-04-28T23:04:46Z,2026-04-28T23:04:46Z,23.2,USD,processing_fee,1.02,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7681305477310,#1429,2026-04-28T23:58:16Z,2026-04-28T23:58:14Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9245786046654,CAPTURE,SUCCESS,shopify_payments,2026-04-28T23:58:18Z,2026-04-28T23:58:18Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7681475150014,#1430,2026-04-29T01:50:18Z,2026-04-29T01:50:14Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9246014636222,SALE,SUCCESS,shopify_payments,2026-04-29T01:50:14Z,2026-04-29T01:50:14Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7681518698686,#1431,2026-04-29T02:19:36Z,2026-04-29T02:19:33Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9246074372286,CAPTURE,SUCCESS,shopify_payments,2026-04-29T02:19:37Z,2026-04-29T02:19:37Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7681563656382,#1432,2026-04-29T02:52:59Z,2026-04-29T02:52:58Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9246139744446,CAPTURE,SUCCESS,shopify_payments,2026-04-29T02:53:00Z,2026-04-29T02:53:00Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7683469017278,#1433,2026-04-29T06:17:53Z,2026-04-29T06:17:49Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9248177750206,CAPTURE,SUCCESS,shopify_payments,2026-04-29T06:17:54Z,2026-04-29T06:17:54Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7683469017278,#1433,2026-04-29T06:17:53Z,2026-04-29T06:17:49Z,PAID,106.2,USD,gid://shopify/OrderTransaction/9248178831550,SALE,SUCCESS,shopify_payments,2026-04-29T06:18:22Z,2026-04-29T06:18:22Z,47.2,USD,processing_fee,1.48,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7683797024958,#1434,2026-04-29T12:15:52Z,2026-04-29T12:15:45Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9248643907774,SALE,SUCCESS,shopify_payments,2026-04-29T12:15:46Z,2026-04-29T12:15:46Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7683878912190,#1435,2026-04-29T13:08:03Z,2026-04-29T13:07:59Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9248742834366,CAPTURE,SUCCESS,shopify_payments,2026-04-29T13:08:04Z,2026-04-29T13:08:04Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7684082827454,#1436,2026-04-29T15:02:16Z,2026-04-29T15:02:12Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9248999211198,CAPTURE,SUCCESS,shopify_payments,2026-04-29T15:02:17Z,2026-04-29T15:02:17Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7684363157694,#1437,2026-04-29T16:34:45Z,2026-04-29T16:34:42Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9249288814782,CAPTURE,SUCCESS,shopify_payments,2026-04-29T16:34:46Z,2026-04-29T16:34:46Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7684545151166,#1438,2026-04-29T17:21:18Z,2026-04-29T17:21:14Z,PAID,170.2,USD,gid://shopify/OrderTransaction/9249460355262,CAPTURE,SUCCESS,shopify_payments,2026-04-29T17:21:19Z,2026-04-29T17:21:19Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7684545151166,#1438,2026-04-29T17:21:18Z,2026-04-29T17:21:14Z,PAID,170.2,USD,gid://shopify/OrderTransaction/9249461665982,SALE,SUCCESS,shopify_payments,2026-04-29T17:21:55Z,2026-04-29T17:21:55Z,23.2,USD,processing_fee,0.88,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7684622287038,#1439,2026-04-29T17:48:23Z,2026-04-29T17:48:22Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9249550958782,CAPTURE,SUCCESS,shopify_payments,2026-04-29T17:48:24Z,2026-04-29T17:48:24Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7684637458622,#1440,2026-04-29T17:53:38Z,2026-04-29T17:53:37Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9249570783422,CAPTURE,SUCCESS,shopify_payments,2026-04-29T17:53:39Z,2026-04-29T17:53:39Z,59.0,USD,processing_fee,2.55,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7684653088958,#1441,2026-04-29T18:00:33Z,2026-04-29T18:00:29Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9249590345918,CAPTURE,SUCCESS,shopify_payments,2026-04-29T18:00:34Z,2026-04-29T18:00:34Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7684814012606,#1443,2026-04-29T19:09:41Z,2026-04-29T19:09:35Z,PAID,147.0,USD,gid://shopify/OrderTransaction/9249790918846,SALE,SUCCESS,shopify_payments,2026-04-29T19:09:35Z,2026-04-29T19:09:35Z,147.0,USD,processing_fee,3.98,USD,0.0,USD,domestic_card_not_present,,0.025
