order_gid,order_name,order_created_at,order_processed_at,order_financial_status,order_total_amount,order_currency,transaction_gid,transaction_kind,transaction_status,transaction_gateway,transaction_created_at,transaction_processed_at,transaction_amount,transaction_currency,fee_type,fee_amount,fee_currency,fee_tax_amount,fee_tax_currency,fee_rate_name,fee_flat_fee_name,fee_rate
gid://shopify/Order/7649142243518,#1160,2026-04-16T05:09:08Z,2026-04-16T05:09:05Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9202851905726,CAPTURE,SUCCESS,shopify_payments,2026-04-16T05:09:10Z,2026-04-16T05:09:10Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7649379582142,#1162,2026-04-16T09:08:33Z,2026-04-16T09:08:30Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9203159138494,CAPTURE,SUCCESS,shopify_payments,2026-04-16T09:08:35Z,2026-04-16T09:08:35Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7649422049470,#1163,2026-04-16T09:55:20Z,2026-04-16T09:55:17Z,REFUNDED,117.0,USD,gid://shopify/OrderTransaction/9203214516414,CAPTURE,SUCCESS,shopify_payments,2026-04-16T09:55:21Z,2026-04-16T09:55:21Z,117.0,USD,processing_fee,5.1,USD,0.0,USD,amex_international_card_not_present,,0.041
gid://shopify/Order/7649441185982,#1164,2026-04-16T10:15:01Z,2026-04-16T10:14:58Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9203238961342,CAPTURE,SUCCESS,shopify_payments,2026-04-16T10:15:02Z,2026-04-16T10:15:02Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7649466974398,#1165,2026-04-16T10:40:47Z,2026-04-16T10:40:44Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9203274285246,CAPTURE,SUCCESS,shopify_payments,2026-04-16T10:40:48Z,2026-04-16T10:40:48Z,50.15,USD,processing_fee,1.85,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7649544470718,#1166,2026-04-16T11:57:21Z,2026-04-16T11:57:18Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9203379929278,CAPTURE,SUCCESS,shopify_payments,2026-04-16T11:57:23Z,2026-04-16T11:57:23Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7649877754046,#1167,2026-04-16T14:48:48Z,2026-04-16T14:48:44Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9203795099838,CAPTURE,SUCCESS,shopify_payments,2026-04-16T14:48:49Z,2026-04-16T14:48:49Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7650131214526,#1168,2026-04-16T16:12:47Z,2026-04-16T16:12:42Z,PAID,50.15,USD,gid://shopify/OrderTransaction/9204057505982,CAPTURE,SUCCESS,shopify_payments,2026-04-16T16:12:48Z,2026-04-16T16:12:48Z,50.15,USD,processing_fee,1.55,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7650377466046,#1169,2026-04-16T17:31:47Z,2026-04-16T17:31:44Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9204331413694,CAPTURE,SUCCESS,shopify_payments,2026-04-16T17:31:48Z,2026-04-16T17:31:48Z,59.0,USD,processing_fee,2.13,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7650425864382,#1170,2026-04-16T17:48:34Z,2026-04-16T17:48:29Z,PAID,76.5,USD,gid://shopify/OrderTransaction/9204388724926,CAPTURE,SUCCESS,shopify_payments,2026-04-16T17:48:35Z,2026-04-16T17:48:35Z,76.5,USD,processing_fee,2.21,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7650480390334,#1171,2026-04-16T18:09:35Z,2026-04-16T18:09:32Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9204453703870,CAPTURE,SUCCESS,shopify_payments,2026-04-16T18:09:37Z,2026-04-16T18:09:37Z,88.0,USD,processing_fee,3.03,USD,0.0,USD,premium_domestic_card_not_present,,0.031
gid://shopify/Order/7650755248318,#1172,2026-04-16T20:04:47Z,2026-04-16T20:04:43Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9204790001854,CAPTURE,SUCCESS,shopify_payments,2026-04-16T20:04:49Z,2026-04-16T20:04:49Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7651684581566,#1174,2026-04-17T04:51:44Z,2026-04-17T04:51:42Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9205996585150,CAPTURE,SUCCESS,shopify_payments,2026-04-17T04:51:45Z,2026-04-17T04:51:45Z,88.0,USD,processing_fee,3.56,USD,0.0,USD,paypal_domestic_card_not_present,,0.0349
gid://shopify/Order/7651814736062,#1177,2026-04-17T06:39:31Z,2026-04-17T06:39:27Z,PAID,88.0,USD,gid://shopify/OrderTransaction/9206157705406,SALE,SUCCESS,shopify_payments,2026-04-17T06:39:28Z,2026-04-17T06:39:28Z,88.0,USD,processing_fee,3.03,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7652097261758,#1178,2026-04-17T11:43:30Z,2026-04-17T11:43:26Z,PAID,59.0,USD,gid://shopify/OrderTransaction/9206531621054,CAPTURE,SUCCESS,shopify_payments,2026-04-17T11:43:32Z,2026-04-17T11:43:32Z,59.0,USD,processing_fee,1.78,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7652380639422,#1179,2026-04-17T14:02:49Z,2026-04-17T14:02:46Z,PAID,76.5,USD,gid://shopify/OrderTransaction/9206819127486,CAPTURE,SUCCESS,shopify_payments,2026-04-17T14:02:50Z,2026-04-17T14:02:50Z,76.5,USD,processing_fee,2.67,USD,0.0,USD,amex_card_not_present,,0.031
gid://shopify/Order/7652780212414,#1180,2026-04-17T16:45:46Z,2026-04-17T16:45:41Z,PAID,140.2,USD,gid://shopify/OrderTransaction/9207288987838,CAPTURE,SUCCESS,shopify_payments,2026-04-17T16:45:47Z,2026-04-17T16:45:47Z,117.0,USD,processing_fee,3.23,USD,0.0,USD,domestic_card_not_present,,0.025
gid://shopify/Order/7652780212414,#1180,2026-04-17T16:45:46Z,2026-04-17T16:45:41Z,PAID,140.2,USD,gid://shopify/OrderTransaction/9207289741502,SALE,SUCCESS,shopify_payments,2026-04-17T16:46:07Z,2026-04-17T16:46:07Z,23.2,USD,processing_fee,0.88,USD,0.0,USD,domestic_card_not_present,,0.025
